"","price_open","price_high","price_low","price_close","volume","price_adjusted","ref_date","ticker","ret_adjusted_prices","ret_closing_prices"
"1",19.66,19.790001,19.559999,19.700001,12744700,19.303022,2018-07-30,"ABEV3.SA",NA,NA
"2",19.700001,19.790001,19.24,19.41,13110300,19.018866,2018-07-31,"ABEV3.SA",-0.0147208038202515,-0.0147208621969106
"3",19.450001,19.709999,19.360001,19.450001,9261100,19.058062,2018-08-01,"ABEV3.SA",0.00206090100219436,0.00206084492529635
"4",19.299999,19.440001,19.209999,19.290001,8645900,18.901285,2018-08-02,"ABEV3.SA",-0.00822628239954293,-0.00822622065674961
"5",19.379999,19.58,19.209999,19.299999,13735700,18.911083,2018-08-03,"ABEV3.SA",0.000518377454231223,0.000518299610248851
"6",19.35,19.41,19.17,19.299999,6327100,18.911083,2018-08-06,"ABEV3.SA",0,0
"7",19.299999,19.34,19.059999,19.17,14107500,18.783703,2018-08-07,"ABEV3.SA",-0.00673573269177663,-0.00673569983086519
"8",19.120001,19.33,19.02,19.16,21203400,18.773905,2018-08-08,"ABEV3.SA",-0.000521622387236409,-0.000521648408972397
"9",19.120001,19.440001,19.1,19.27,14312100,18.881687,2018-08-09,"ABEV3.SA",0.005741053872383,0.00574112734864296
"10",19.16,19.219999,18.889999,18.91,18932500,18.528942,2018-08-10,"ABEV3.SA",-0.0186818582470941,-0.018681888946549
"11",18.83,19.209999,18.700001,19.139999,10336600,18.754307,2018-08-13,"ABEV3.SA",0.0121628639131151,0.012162823902697
"12",19.27,19.459999,19.1,19.41,20005300,19.018866,2018-08-14,"ABEV3.SA",0.0141065729594807,0.014106636055728
"13",19.200001,19.59,19.200001,19.42,17960100,19.028666,2018-08-15,"ABEV3.SA",0.000515277829919114,0.000515198351365376
"14",19.34,19.43,18.969999,19.01,10816900,18.626926,2018-08-16,"ABEV3.SA",-0.0211123575346795,-0.0211122554067972
"15",18.950001,19.299999,18.57,19.18,20326000,18.793501,2018-08-17,"ABEV3.SA",0.00894269940193015,0.00894266175696989
"16",19.049999,19.26,18.92,19.15,13221500,18.764105,2018-08-20,"ABEV3.SA",-0.00156415773729435,-0.00156412930135563
"17",19.030001,19.280001,18.85,18.98,11065800,18.59753,2018-08-21,"ABEV3.SA",-0.00887732188665546,-0.00887728459530013
"18",18.98,19.040001,18.76,18.9,11062000,18.519144,2018-08-22,"ABEV3.SA",-0.00421486079065325,-0.00421496311907277
"19",18.93,19.16,18.75,18.940001,14962400,18.558338,2018-08-23,"ABEV3.SA",0.00211640451632089,0.00211645502645497
"20",18.959999,19.16,18.940001,19.07,13921900,18.685717,2018-08-24,"ABEV3.SA",0.00686370729965158,0.00686372719832495
"21",19.1,19.26,19.030001,19.129999,14945900,18.744509,2018-08-27,"ABEV3.SA",0.003146360399229,0.0031462506554798
"22",19.129999,19.15,19,19.1,11838900,18.715113,2018-08-28,"ABEV3.SA",-0.00156824593271565,-0.00156816526754655
"23",19.120001,19.469999,19.08,19.25,12853800,18.862091,2018-08-29,"ABEV3.SA",0.00785343908957437,0.00785340314136107
"24",19.15,19.23,18.73,19,18010200,18.617128,2018-08-30,"ABEV3.SA",-0.0129870542984868,-0.012987012987013
