"","price_open","price_high","price_low","price_close","volume","price_adjusted","ref_date","ticker","ret_adjusted_prices","ret_closing_prices"
"1108",9.67,9.68,9.52,9.58,8241700,9.505922,2019-02-12,"USIM5.SA",0,0
"1109",9.6,9.67,9.51,9.62,11018100,9.545612,2019-02-13,"USIM5.SA",0.00417529199166577,0.00417536534446761
"1110",9.61,9.7,9.38,9.67,12661800,9.595226,2019-02-14,"USIM5.SA",0.00519757140767929,0.00519750519750528
"1111",9.46,9.68,9.38,9.4,27859800,9.327313,2019-02-15,"USIM5.SA",-0.0279214892906118,-0.0279214064115821
"1112",9.4,9.45,9.3,9.37,11167700,9.297545,2019-02-18,"USIM5.SA",-0.0031914871946509,-0.00319148936170222
"1113",9.42,9.43,9.2,9.22,12880000,9.148706,2019-02-19,"USIM5.SA",-0.0160084194268486,-0.0160085378868728
"1114",9.26,9.35,9.16,9.28,10111400,9.208241,2019-02-20,"USIM5.SA",0.00650747766951953,0.00650759219088926
"1115",9.33,9.56,9.25,9.5,14960700,9.42654,2019-02-21,"USIM5.SA",0.0237069164458228,0.0237068965517242
"1116",9.6,9.99,9.58,9.92,23068500,9.843293,2019-02-22,"USIM5.SA",0.0442106011325469,0.0442105263157895
"1117",10,10.29,9.94,10.21,22657000,10.13105,2019-02-25,"USIM5.SA",0.0292338143342885,0.029233870967742
"1118",10.16,10.3,10.04,10.06,10908800,9.982211,2019-02-26,"USIM5.SA",-0.0146913696013741,-0.0146914789422136
"1119",10.09,10.19,9.85,9.88,11116300,9.803602,2019-02-27,"USIM5.SA",-0.0178927293762875,-0.0178926441351889
"1120",9.89,9.94,9.6,9.66,15324700,9.585303,2019-02-28,"USIM5.SA",-0.0222672238224277,-0.0222672064777328
"1121",9.8,9.91,9.62,9.7,10202200,9.624994,2019-03-01,"USIM5.SA",0.00414081850099057,0.00414078674948226
"1122",9.72,9.77,9.54,9.62,5760600,9.545612,2019-03-06,"USIM5.SA",-0.00824748566077016,-0.00824742268041234
"1123",9.6,9.65,9.5,9.63,6480000,9.555535,2019-03-07,"USIM5.SA",0.00103953523357125,0.00103950103950123
"1124",9.58,9.68,9.47,9.67,7623600,9.595226,2019-03-08,"USIM5.SA",0.00415371823764965,0.0041536863966769
"1125",9.72,10.01,9.7,10,11202500,9.922674,2019-03-11,"USIM5.SA",0.0341261373103667,0.0341261633919339
"1126",10.01,10.14,9.92,10.02,12939800,9.94252,2019-03-12,"USIM5.SA",0.0020000657080943,0.002
"1127",10,10.12,9.87,10.1,12895700,10.021901,2019-03-13,"USIM5.SA",0.00798399198593502,0.00798403193612773
"1128",10.08,10.45,10.03,10.44,23737000,10.359272,2019-03-14,"USIM5.SA",0.0336633738449423,0.0336633663366337
"1129",10.5,10.62,10.11,10.15,18674800,10.071514,2019-03-15,"USIM5.SA",-0.0277778206808355,-0.0277777777777777
"1130",10.25,10.44,10.21,10.37,10737700,10.289813,2019-03-18,"USIM5.SA",0.0216748941618907,0.0216748768472905
"1131",10.47,11.22,10.47,10.92,35291300,10.835561,2019-03-19,"USIM5.SA",0.0530376985470971,0.0530376084860174
"1132",10.92,11.01,10.62,10.72,17643400,10.637107,2019-03-20,"USIM5.SA",-0.0183150646284027,-0.0183150183150182
"1133",10.84,10.92,10.35,10.45,19858600,10.369194,2019-03-21,"USIM5.SA",-0.0251866414430164,-0.0251865671641792
"1134",10.25,10.3,9.98,10.04,14756200,9.962365,2019-03-22,"USIM5.SA",-0.0392343898667534,-0.0392344497607656
"1135",9.98,10.36,9.96,10.23,12627400,10.150895,2019-03-25,"USIM5.SA",0.0189242213068885,0.0189243027888448
"1136",10.38,10.45,10.16,10.25,10527400,10.170741,2019-03-26,"USIM5.SA",0.00195509854057208,0.00195503421309873
"1137",10.15,10.15,9.41,9.49,30276200,9.416617,2019-03-27,"USIM5.SA",-0.0741464166671828,-0.0741463414634146
