"","price_open","price_high","price_low","price_close","volume","price_adjusted","ref_date","ticker","ret_adjusted_prices","ret_closing_prices"
"1",19.950001,20.1,19.700001,19.889999,37053900,19.01899,2018-07-30,"PETR4.SA",NA,NA
"2",19.620001,19.790001,19.469999,19.719999,38641200,18.856432,2018-07-31,"PETR4.SA",-0.00854714156745429,-0.00854700897672234
"3",19.59,20.01,19.540001,20.01,39141700,19.133732,2018-08-01,"PETR4.SA",0.0147058573965635,0.0147059338086173
"4",19.99,20.780001,19.950001,20.41,69008900,19.516218,2018-08-02,"PETR4.SA",0.0199901409719756,0.0199900049975013
"5",21.4,21.549999,21.09,21.110001,86908000,20.185562,2018-08-03,"PETR4.SA",0.0342968089411586,0.0342969622733955
"6",21.15,21.469999,20.98,21.040001,44528300,20.118629,2018-08-06,"PETR4.SA",-0.00331588488841694,-0.00331596384102495
"7",21.33,21.459999,20.57,20.709999,69136700,19.803078,2018-08-07,"PETR4.SA",-0.0156845180653215,-0.0156845049579608
"8",20.809999,21.07,20.120001,20.139999,58211500,19.258041,2018-08-08,"PETR4.SA",-0.0275228426611257,-0.027522937108785
"9",20.26,20.35,19.799999,20.34,51253100,19.449284,2018-08-09,"PETR4.SA",0.00993055316477931,0.0099305367393514
"10",20.1,20.15,19.360001,19.59,61789800,18.732126,2018-08-10,"PETR4.SA",-0.0368732339966859,-0.0368731563421829
"11",19.5,20.040001,19.27,20.040001,58306700,19.16242,2018-08-13,"PETR4.SA",0.0229709110434129,0.0229709545686574
"12",20.280001,20.309999,19.73,19.98,55180600,19.152834,2018-08-14,"PETR4.SA",-0.000500249968427902,-0.00299406172684324
"13",19.639999,19.67,19.049999,19.049999,65651700,18.261333,2018-08-15,"PETR4.SA",-0.0465466885997131,-0.0465465965965967
"14",19.32,19.35,18.77,18.950001,51201600,18.165478,2018-08-16,"PETR4.SA",-0.00524906916707557,-0.00524923912069497
"15",18.75,18.860001,18.4,18.459999,68328400,17.695757,2018-08-17,"PETR4.SA",-0.02585789374769,-0.0258576239652969
"16",18.370001,18.51,18.09,18.360001,56315600,17.599903,2018-08-20,"PETR4.SA",-0.00541677872271862,-0.00541701004425832
"17",18.27,18.530001,17.65,17.719999,68735300,16.986397,2018-08-21,"PETR4.SA",-0.0348584875723463,-0.0348584948334153
"18",17.700001,18.379999,17.65,18.35,56623700,17.590315,2018-08-22,"PETR4.SA",0.0355530369389105,0.0355531058438547
"19",18.35,18.52,17.879999,17.950001,56284100,17.206873,2018-08-23,"PETR4.SA",-0.0217984726254191,-0.021798310626703
"20",18.35,18.440001,18.049999,18.299999,37893000,17.542385,2018-08-24,"PETR4.SA",0.0194987200754022,0.0194984947354599
"21",18.41,18.76,18.299999,18.709999,35428000,17.93541,2018-08-27,"PETR4.SA",0.0224043081941254,0.0224043728089822
"22",18.76,18.85,18.34,18.35,38079200,17.590315,2018-08-28,"PETR4.SA",-0.0192409875213335,-0.0192409951491712
"23",18.5,19.309999,18.450001,19.299999,71434300,18.500984,2018-08-29,"PETR4.SA",0.0517710456009457,0.0517710626702996
"24",19.15,19.540001,18.68,18.799999,63981900,18.021685,2018-08-30,"PETR4.SA",-0.0259066760989576,-0.0259067370936134
"25",18.950001,19.43,18.91,19.26,75767400,18.462641,2018-08-31,"PETR4.SA",0.024468078317871,0.0244681395993693
"26",18.99,19.129999,18.76,19,25401600,18.213404,2018-09-03,"PETR4.SA",-0.0134995312967414,-0.0134994807892005
"27",19.129999,19.190001,18.620001,18.65,39759800,17.877893,2018-09-04,"PETR4.SA",-0.0184211034905941,-0.018421052631579
"28",18.559999,18.799999,18.23,18.75,53967300,17.973755,2018-09-05,"PETR4.SA",0.00536204126515361,0.00536193029490617
"29",18.99,19.02,18.48,18.99,54304300,18.203819,2018-09-06,"PETR4.SA",0.0127999964392527,0.0127999999999999
"30",19.360001,19.6,19.049999,19.26,58578100,18.462641,2018-09-10,"PETR4.SA",0.014218005573446,0.0142180094786732
"31",18.870001,18.889999,18.43,18.5,56495200,17.734104,2018-09-11,"PETR4.SA",-0.0394600642454134,-0.039460020768432
"32",18.809999,19.219999,18.639999,18.950001,59695700,18.165478,2018-09-12,"PETR4.SA",0.0243245443919806,0.0243243783783784
"33",19.030001,19.129999,18.620001,18.709999,36808700,17.93541,2018-09-13,"PETR4.SA",-0.0126651222720371,-0.0126650125242738
"34",18.799999,18.959999,18.48,18.790001,55756300,18.012098,2018-09-14,"PETR4.SA",0.00427578739487977,0.0042758954717208
"35",18.629999,19.49,18.629999,19.4,71289500,18.596844,2018-09-17,"PETR4.SA",0.032464069427115,0.0324640216889822
"36",19.5,20.25,19.469999,20.25,72959100,19.411655,2018-09-18,"PETR4.SA",0.0438144773381977,0.0438144329896908
"37",19.93,20.459999,19.83,19.98,60563700,19.152834,2018-09-19,"PETR4.SA",-0.0133332783835279,-0.0133333333333333
"38",20.26,20.35,19.75,19.870001,56206900,19.047388,2018-09-20,"PETR4.SA",-0.00550550378079806,-0.00550545545545555
"39",20.15,20.299999,19.950001,20.139999,58517300,19.30621,2018-09-21,"PETR4.SA",0.0135883198263194,0.0135882227685846
"40",20.200001,20.41,19.92,20,54332900,19.172003,2018-09-24,"PETR4.SA",-0.00695149384576255,-0.00695129130840566
"41",19.700001,20.15,19.530001,20.08,54462300,19.248693,2018-09-25,"PETR4.SA",0.00400010369286918,0.004
"42",20.24,20.299999,19.969999,20.190001,60060800,19.354139,2018-09-26,"PETR4.SA",0.00547808622642587,0.00547813745019932
"43",20.5,21.459999,20.469999,21.459999,104177300,20.57156,2018-09-27,"PETR4.SA",0.0629023590251161,0.0629023247695728
"44",21.129999,21.940001,21.02,21.09,91254600,20.216879,2018-09-28,"PETR4.SA",-0.0172413273470754,-0.0172413335154395
"45",21.25,21.360001,20.799999,21,56540400,20.130608,2018-10-01,"PETR4.SA",-0.00426727587378839,-0.00426742532005686
"46",22,22.82,21.9,22.82,127231800,21.875259,2018-10-02,"PETR4.SA",0.08666658254932,0.0866666666666667
"47",25.25,25.42,23.459999,23.790001,152189200,22.805101,2018-10-03,"PETR4.SA",0.0425065595794776,0.0425066170026294
"48",23.450001,24.52,23.209999,24.02,99743300,23.025579,2018-10-04,"PETR4.SA",0.00966792473315503,0.00966788525986195
"49",24.49,24.59,23.66,23.959999,104693400,22.968063,2018-10-05,"PETR4.SA",-0.00249791764194074,-0.0024979600333056
"50",26.940001,26.969999,25.75,26.6,188109000,25.498768,2018-10-08,"PETR4.SA",0.110183649356935,0.110183685733877
"51",26.48,27,26.280001,26.82,90128800,25.70966,2018-10-09,"PETR4.SA",0.00827067409688187,0.00827067669172932
"52",26.309999,26.389999,25.65,26.049999,82688000,24.971537,2018-10-10,"PETR4.SA",-0.0287099479339672,-0.0287099552572707
"53",26.549999,26.75,25.059999,25.290001,119307500,24.243004,2018-10-11,"PETR4.SA",-0.0291745357924905,-0.0291745884519995
"54",25.9,26.120001,25.549999,25.77,92331900,24.703129,2018-10-15,"PETR4.SA",0.0189797023504183,0.0189797936346463
"55",26.200001,26.73,26.09,26.73,74144800,25.623386,2018-10-16,"PETR4.SA",0.037252649249413,0.0372526193247964
"56",26.440001,26.629999,26.26,26.450001,80990300,25.354979,2018-10-17,"PETR4.SA",-0.0104750792888965,-0.0104750841750841
"57",26.290001,26.34,25.700001,25.700001,56268900,24.636028,2018-10-18,"PETR4.SA",-0.0283554168985902,-0.0283553864515922
"58",26.290001,26.34,25.700001,25.92,61858300,24.846918,2018-10-19,"PETR4.SA",0.00856022732235884,0.00856027204045628
"59",26.27,26.6,26.27,26.530001,63678000,25.431667,2018-10-22,"PETR4.SA",0.0235340656736582,0.0235339891975308
"60",26.15,26.48,25.809999,26.200001,77457300,25.115328,2018-10-23,"PETR4.SA",-0.0124387835056191,-0.0124387481176499
"61",26.41,26.99,25.68,25.68,93377100,24.616856,2018-10-24,"PETR4.SA",-0.019847321922294,-0.0198473656546807
"62",26.18,26.639999,25.690001,26.32,79732200,25.230358,2018-10-25,"PETR4.SA",0.0249220290357144,0.0249221183800623
"63",26.65,27.6,26.120001,27.6,110184900,26.457369,2018-10-26,"PETR4.SA",0.0486323261841946,0.0486322188449848
"64",26.75,27.27,25.969999,26.42,160890100,25.326218,2018-10-29,"PETR4.SA",-0.0427537220348705,-0.0427536231884058
"65",26.700001,28,26.42,28,107525500,26.840807,2018-10-30,"PETR4.SA",0.0598032047264223,0.0598031794095382
"66",28.26,28.33,27.299999,27.620001,84131500,26.47654,2018-10-31,"PETR4.SA",-0.0135713877753378,-0.0135713928571429
"67",27.76,28.02,27.110001,27.32,98037100,26.188959,2018-11-01,"PETR4.SA",-0.0108617289117082,-0.0108617302367222
"68",27.5,28.16,27.41,28.16,60389900,26.994181,2018-11-05,"PETR4.SA",0.0307466211238103,0.0307467057101025
"69",27.299999,28.299999,26.99,27.190001,95344400,26.064342,2018-11-06,"PETR4.SA",-0.0344459052119418,-0.0344459872159092
"70",27.610001,27.65,26.26,26.299999,95817100,25.211185,2018-11-07,"PETR4.SA",-0.032732727340671,-0.0327326946402098
"71",26.799999,27.030001,25.35,25.35,119096300,24.300518,2018-11-08,"PETR4.SA",-0.03612154684518,-0.0361216363544348
"72",25.200001,25.719999,24.68,25.459999,94206400,24.405962,2018-11-09,"PETR4.SA",0.00433916676179491,0.00433921104536483
"73",25.540001,25.92,25.290001,25.33,63162600,24.281345,2018-11-12,"PETR4.SA",-0.00510600647497517,-0.00510600962710173
"74",25.32,25.32,23.950001,24.24,112776300,23.236471,2018-11-13,"PETR4.SA",-0.0430319654862612,-0.0430319778918279
"75",24.24,25.190001,23.91,25.1,104423900,24.060867,2018-11-14,"PETR4.SA",0.0354785371668527,0.0354785478547857
"76",25.389999,26.040001,25.17,25.799999,100628900,24.731888,2018-11-16,"PETR4.SA",0.0278884796628485,0.027888406374502
"77",25.559999,26.290001,25.43,26,79946400,24.923607,2018-11-19,"PETR4.SA",0.00775189504335461,0.00775197704465036
"78",25.1,25.48,25.01,25.17,77228100,24.12797,2018-11-21,"PETR4.SA",-0.0319230278346148,-0.0319230769230768
"79",25.280001,25.360001,25.07,25.15,31253600,24.204964,2018-11-22,"PETR4.SA",0.00319106829128191,-0.000794596742153431
"80",24.65,24.799999,24.01,24.370001,77961200,23.454273,2018-11-23,"PETR4.SA",-0.0310139275563476,-0.0310138767395627
"81",24.799999,24.99,24.049999,24.25,62111600,23.338781,2018-11-26,"PETR4.SA",-0.00492413471950293,-0.00492412782420482
"82",24.370001,25.700001,24.27,25.530001,90759000,24.570684,2018-11-27,"PETR4.SA",0.0527835194134603,0.0527835463917525
"83",25.5,25.870001,25.049999,25.379999,92811300,24.426319,2018-11-28,"PETR4.SA",-0.00587549780868946,-0.00587551876711623
"84",24.959999,25.5,24.879999,25.17,65584300,24.224213,2018-11-29,"PETR4.SA",-0.00827410794070116,-0.00827419260339612
"85",25.110001,25.559999,25.07,25.459999,90874500,24.503313,2018-11-30,"PETR4.SA",0.0115215301318561,0.0115216130313864
"86",26.299999,26.530001,25.799999,25.940001,90530000,24.965279,2018-12-03,"PETR4.SA",0.0188532056869208,0.0188531822016176
"87",26.25,26.33,25.34,25.34,66867500,24.387823,2018-12-04,"PETR4.SA",-0.0231303643752588,-0.023130338352724
"88",25.469999,25.719999,24.950001,25.559999,54183300,24.599556,2018-12-05,"PETR4.SA",0.00868191474081148,0.00868188634569855
"89",24.99,25.120001,24.309999,24.59,99037200,23.666006,2018-12-06,"PETR4.SA",-0.0379498719407781,-0.0379498841138453
"90",24.52,25.469999,24.450001,24.77,87994700,23.839243,2018-12-07,"PETR4.SA",0.0073200775830109,0.00732004880032533
"91",24.77,24.9,23.440001,23.440001,73871100,22.559217,2018-12-10,"PETR4.SA",-0.0536940707387394,-0.0536939442874446
"92",23.92,24.07,23.07,23.290001,64017600,22.414854,2018-12-11,"PETR4.SA",-0.00639929125199701,-0.00639931713313491
"93",23.74,23.9,23.200001,23.299999,63296400,22.424479,2018-12-12,"PETR4.SA",0.000429402752299968,0.000429282935625386
"94",23.290001,23.450001,22.959999,23.360001,61946100,22.482225,2018-12-13,"PETR4.SA",0.00257513229181372,0.00257519324357047
"95",23.08,23.33,22.959999,23.049999,45231700,22.183872,2018-12-14,"PETR4.SA",-0.0132706171208588,-0.0132706329935517
"96",23.219999,23.27,22.799999,22.870001,53832000,22.010637,2018-12-17,"PETR4.SA",-0.00780905154880096,-0.00780902419995777
"97",22.780001,22.799999,22,22,74740000,21.173328,2018-12-18,"PETR4.SA",-0.0380411071247051,-0.0380411439422323
"98",22.5,23.049999,22.059999,22.25,171157500,21.413935,2018-12-19,"PETR4.SA",0.0113636835928672,0.0113636363636365
"99",22.309999,22.32,21.35,21.49,141767000,20.682493,2018-12-20,"PETR4.SA",-0.0341572905680342,-0.0341573033707866
"100",21.4,21.98,21.25,21.549999,90384300,20.740236,2018-12-21,"PETR4.SA",0.00279187813577408,0.00279194974406716
"101",20.59,21.68,20.42,21.68,77104200,21.583012,2018-12-26,"PETR4.SA",0.040634831734798,0.00603252928225184
"102",21.52,21.98,21.280001,21.67,74083700,21.573057,2018-12-27,"PETR4.SA",-0.000461242388226535,-0.00046125461254598
"103",22.110001,22.83,22.08,22.68,61634700,22.578539,2018-12-28,"PETR4.SA",0.0466082298860102,0.0466082141209043
"104",22.549999,24.200001,22.280001,24.059999,104534800,23.952366,2019-01-02,"PETR4.SA",0.0608465853348616,0.0608465167548502
"105",23.959999,24.82,23.799999,24.65,95206400,24.539724,2019-01-03,"PETR4.SA",0.0245219198804827,0.0245220708446412
"106",24.85,24.940001,24.469999,24.719999,72119800,24.609411,2019-01-04,"PETR4.SA",0.00283976298999944,0.00283971602434097
"107",24.85,25.92,24.700001,25.110001,121711900,24.997669,2019-01-07,"PETR4.SA",0.0157768099366538,0.0157767805734943
"108",25.4,25.42,24.77,24.959999,68761800,24.848337,2019-01-08,"PETR4.SA",-0.00597383700056187,-0.00597379506277207
"109",25.299999,25.5,25.15,25.48,70177600,25.366011,2019-01-09,"PETR4.SA",0.0208333459096277,0.0208333742321063
"110",25.26,25.41,25.07,25.26,54763700,25.146997,2019-01-10,"PETR4.SA",-0.0086341522125809,-0.00863422291993721
"111",25.15,25.190001,24.84,24.99,53980700,24.878204,2019-01-11,"PETR4.SA",-0.0106888707228143,-0.0106888361045132
"112",24.82,25.09,24.66,24.85,46577300,24.738831,2019-01-14,"PETR4.SA",-0.00560221308579989,-0.00560224089635841
"113",24.83,25.120001,24.700001,24.83,53731500,24.718922,2019-01-15,"PETR4.SA",-0.00080476720989775,-0.000804828973843152
"114",24.799999,24.9,24.66,24.82,40425000,24.708965,2019-01-16,"PETR4.SA",-0.000402808827990153,-0.000402738622633847
"115",24.75,25.299999,24.68,25.16,50359400,25.047445,2019-01-17,"PETR4.SA",0.0136986717169254,0.0136986301369864
"116",25.440001,25.559999,25.280001,25.4,67021300,25.286371,2019-01-18,"PETR4.SA",0.00953893700535113,0.00953895071542132
"117",25.309999,25.530001,25.1,25.530001,45336500,25.415789,2019-01-21,"PETR4.SA",0.00511809306285982,0.0051181496062993
"118",25.26,25.5,25.02,25.129999,61307000,25.017578,2019-01-22,"PETR4.SA",-0.0156678590619398,-0.0156679194803008
"119",25.33,25.540001,25.16,25.43,52931600,25.316236,2019-01-23,"PETR4.SA",0.0119379262053265,0.0119379630695569
