"","price_open","price_high","price_low","price_close","volume","price_adjusted","ref_date","ticker","ret_adjusted_prices","ret_closing_prices"
"1",43.5,44.400002,43.5,44.189999,2551600,43.240387,2018-07-30,"SUZB3.SA",NA,NA
"2",44.400002,44.799999,44,44.549999,2623700,43.592655,2018-07-31,"SUZB3.SA",0.00814673559697798,0.00814663969555651
"3",44.66,45.07,43.259998,43.599998,3550800,42.663067,2018-08-01,"SUZB3.SA",-0.0213244180699708,-0.0213243775830387
"4",43.5,44.470001,43.200001,44.110001,2275400,43.162109,2018-08-02,"SUZB3.SA",0.0116972837419307,0.0116973170503356
"5",43.5,44.040001,42.110001,42.84,4710300,41.919399,2018-08-03,"SUZB3.SA",-0.0287916885618357,-0.0287916792384565
"6",42.91,43.32,42.860001,43.099998,2511500,42.173813,2018-08-06,"SUZB3.SA",0.00606912327154308,0.00606904761904747
"7",43,43.299999,41.68,42.43,6205300,41.518211,2018-08-07,"SUZB3.SA",-0.0155452389377266,-0.0155451979371322
"8",42.599998,43.689999,42.599998,43.669998,3314200,42.731564,2018-08-08,"SUZB3.SA",0.0292245973700551,0.0292245580956869
"9",42.599998,44.5,41.860001,44,4683100,43.05447,2018-08-09,"SUZB3.SA",0.00755661552663978,0.00755672120708595
"10",44.299999,45.889999,44.290001,45.68,5730900,44.698372,2018-08-10,"SUZB3.SA",0.0381819123542804,0.0381818181818181
"11",46.099998,47.5,45.299999,47,6516400,45.990005,2018-08-13,"SUZB3.SA",0.028896645273792,0.0288966725043782
"12",46.400002,47.189999,45.970001,45.98,4398900,44.99192,2018-08-14,"SUZB3.SA",-0.0217022155140013,-0.0217021276595746
"13",46.5,46.68,43.830002,44.330002,6070000,43.377384,2018-08-15,"SUZB3.SA",-0.0358850211326834,-0.0358851239669421
"14",43.91,44.18,42.900002,43.16,4965800,42.232521,2018-08-16,"SUZB3.SA",-0.0263930853921481,-0.0263930058022557
"15",43.599998,45.240002,43.299999,43.939999,3897200,42.995758,2018-08-17,"SUZB3.SA",0.0180722576329271,0.0180722659870252
"16",44.049999,45.990002,43.599998,45.200001,5572900,44.228687,2018-08-20,"SUZB3.SA",0.0286755963227814,0.0286755127145086
"17",45.700001,47.18,45.330002,47.18,5695900,46.166138,2018-08-21,"SUZB3.SA",0.0438053022012612,0.043805286641476
"18",47.470001,49.580002,47.150002,48.220001,6149500,47.183792,2018-08-22,"SUZB3.SA",0.0220432993550381,0.0220432598558713
"19",47.650002,50.509998,47.360001,50.299999,6981000,49.21909,2018-08-23,"SUZB3.SA",0.043135532642226,0.0431355859988471
"20",49.48,51.43,49.169998,50.889999,4678600,49.79641,2018-08-24,"SUZB3.SA",0.0117295951631775,0.0117296224995949
"21",50.799999,50.799999,49.029999,49.23,3988200,48.172085,2018-08-27,"SUZB3.SA",-0.0326193193445069,-0.0326193561135658
"22",49.5,50.799999,49.200001,50.009998,3680100,48.935322,2018-08-28,"SUZB3.SA",0.015843968555648,0.0158439569368272
"23",49.990002,49.990002,48.400002,48.57,3286500,47.526268,2018-08-29,"SUZB3.SA",-0.0287942112652287,-0.0287942023113059
"24",49.599998,49.689999,47.169998,48.549999,5116500,47.506695,2018-08-30,"SUZB3.SA",-0.000411835408578698,-0.000411797405806102
"25",48.540001,49.349998,47,47.310001,7348600,46.293343,2018-08-31,"SUZB3.SA",-0.0255406527437869,-0.0255406390430616
"26",48.209999,49.380001,48.150002,49.040001,3131900,47.986168,2018-09-03,"SUZB3.SA",0.0365673526753079,0.0365673211463258
"27",49.43,51.119999,49.400002,50.389999,5541000,49.307156,2018-09-04,"SUZB3.SA",0.0275285161340659,0.0275285067795983
"28",54.599998,55,53.099998,54.119999,8134800,52.957001,2018-09-05,"SUZB3.SA",0.0740226225986345,0.0740226250054101
"29",53.650002,55.200001,52.82,54.419998,5616800,53.250553,2018-09-06,"SUZB3.SA",0.00554321420127235,0.00554321887552134
"30",54,54.700001,52.5,52.939999,4163700,51.802357,2018-09-10,"SUZB3.SA",-0.0271958865854406,-0.027195866490109
"31",54.110001,54.27,51.810001,52.150002,4520200,51.029335,2018-09-11,"SUZB3.SA",-0.0149225256294805,-0.0149224974484794
"32",51.900002,52,49.959999,51.790001,5926000,50.677074,2018-09-12,"SUZB3.SA",-0.00690310779084236,-0.00690318286085601
"33",51.689999,52.189999,50.889999,51.759998,5285100,50.647713,2018-09-13,"SUZB3.SA",-0.000579374412974065,-0.000579320320924337
"34",52.490002,52.5,51.23,52,5213200,50.882557,2018-09-14,"SUZB3.SA",0.00463681351219147,0.00463682398133014
"35",52.34,52.580002,51.330002,51.400002,4587800,50.295452,2018-09-17,"SUZB3.SA",-0.0115384334949991,-0.0115384230769231
"36",51.400002,51.490002,48.650002,49.220001,6089300,48.1623,2018-09-18,"SUZB3.SA",-0.0424124232942572,-0.0424124691668299
"37",49.509998,50.439999,47.830002,48.389999,5731300,47.350136,2018-09-19,"SUZB3.SA",-0.0168630650944827,-0.0168631040864872
"38",47.790001,48.490002,47.18,47.880001,4685900,46.851093,2018-09-20,"SUZB3.SA",-0.0105394206259514,-0.010539326524888
"39",47.900002,47.900002,46.709999,47.049999,4881900,46.038929,2018-09-21,"SUZB3.SA",-0.01733500646399,-0.017335045586152
"40",47.400002,47.919998,46.720001,46.959999,3047300,45.950863,2018-09-24,"SUZB3.SA",-0.00191285944119168,-0.0019128587016547
"41",47.599998,48.68,47.349998,48,5465400,46.968513,2018-09-25,"SUZB3.SA",0.0221464828636626,0.0221465294324217
